Naslov,Kategorija,Tekst
Novi trener Gorica: Ivaylo Petev potpisao dvogodišnji ugovor,Nogomet,"U uzbudljivoj utakmici 9. kola HNL-a, Slaven Belupo je na svom terenu svladao Hajduk Split rezultatom 4:3. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Slaven Belupo je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Darijo Srna čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Mario Kovačević. Trener Mario Kovačević naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
Ivica Zubac zasjao u All-Star utakmici,Košarka,"Uzbudljiva NBA utakmica između Spurs i Bucks pružila je navijačima pravu poslasticu. Pobijedio je Spurs sa 113:101, a junaka je opet imao u osobi Devin Booker. Analitičari su posebno pohvalili nastup Roko Prkačin koji je igrao s velikim srcem. 'On je igrač koji uvijek podiže razinu igre kada je to momčadi najpotrebnije', rekao je trener. Statistike su impresivne, ali pravi pokazatelj je kako je utjecao na ritam igre i postavio temelje za pobjedu. Navijači su bili oduševljeni i nagradili su ga dugim pljeskom. Spurs nastavlja odličnu seriju i učvršćuje poziciju na ljestvici. Sljedeći dvoboj na rasporedu je za dva dana."
GOG savladao Meshkov Brest u uzbudljivoj utakmici Europske lige,Rukomet,"Hrvatska rukometna reprezentacija odigrala je sjajnu utakmicu i slavila sigurnom pobjedom. Predvodio ih je Mario Šoštarić s 5 pogodaka koji je bio neustavljiv za suparničku obranu. 'Mario Šoštarić je danas igrao na nevjerojatnoj razini. Svaka njegova lopta bila je prijetnja, a obrana suparnika nije znala kako ga zaustaviti', hvalio je trener. Posebno su bili efektivni izlazi iz protunapada u kojima je hrvatska momčad pokazala svoju brzinu i tehničku preciznost. U obrani su bile rijetke pogreške, a vratar je bio pravi zid za suparničke šutere. Mario Šoštarić se osvrnuo na utakmicu: 'Nismo bili savršeni, ali borba i srce bili su tu svake sekunde.'"
"Velika senzacija u NBA-u: Nuggets eliminiran, Donovan Mitchell u suzama",Košarka,"U spektakularnoj košarkaškoj večeri, Thunder je savladao Bulls rezultatom 90:108. Ključnu ulogu odigrao je Stephen Curry koji je završio meč s 40 poena, 7 skokova i 15 asistencija. Analitičari su posebno pohvalili nastup Dario Šarić koji je igrao s velikim srcem. 'On je igrač koji uvijek podiže razinu igre kada je to momčadi najpotrebnije', rekao je trener. Statistike su impresivne, ali pravi pokazatelj je kako je utjecao na ritam igre i postavio temelje za pobjedu. Navijači su bili oduševljeni i nagradili su ga dugim pljeskom. Dario Šarić nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Sudačka pogreška koštala Lokomotiva tri boda: Klub traži objašnjenje,Nogomet,"Trener Goran Tomić bio je vidljivo zadovoljan nastupom svoje momčadi koja je sigurnom igrom svladala Šibenik. Reprezentativac Luka Modrić još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Luka Modrić nakon utakmice. Šibenik nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Duje Strukan vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Gorica nastavlja dobru formu i ostaje u vrhu ljestvice, dok Šibenik mora hitno popraviti igru."
Europa poziva: Rijeka korak od povijesnog plasmana u skupinu,Nogomet,"U uzbudljivoj utakmici 18. kola HNL-a, Istra je na svom terenu svladao Osijek rezultatom 3:1. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Istra je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Borna Sosa čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Simon Rožman. Istra nastavlja dobru formu i ostaje u vrhu ljestvice, dok Osijek mora hitno popraviti igru."
Wimbledon favoriti: Tko će nositi krunu ovog ljeta?,Tenis,"Uzbudljiv meč na Wimbledon privukao je pažnju teniskih ljubitelja diljem svijeta. Novak Đoković je slavio protiv Roger Federer u dramatičnom dvoboju. Meč je bio obilježen izvanrednim returnerskim igrama i dugim izmjenama. Novak Đoković je posebno bio napadan u napadu, rješavajući teške lopte s lakoćom koja je oduševila publiku. Navijači u tribinama stvorili su nevjerojatnu atmosferu, a Novak Đoković je povremeno tražio energiju od gledatelja. U presudnim trenucima meča pokazao je mentalnu snagu koja ga krasi. Sljedeći protivnik Novak Đoković bit će određen u danas u drugom meču."
VAR drama u HNL-u: Rijeka ostao bez pobjede u posljednjoj minuti,Nogomet,"Veliki derbi između Šibenik i Rijeka privukao je pažnju navijača diljem Hrvatske. Utakmica je završila 4:3. Reprezentativac Ivica Olić još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Ivica Olić nakon utakmice. Rijeka nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Duje Strukan vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Trener Ante Čačić naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
Tom Aspinall izgubio pojas: Dustin Poirier novi prvak u middleweight kategoriji,MMA,"U uzbudljivoj MMA borbi, Sean O'Malley je dokazao dominaciju i pobijedio Tom Aspinall u 1. rundi. 'Tom Aspinall je bio izvanredan protivnik. Morao sam dati sve od sebe i na kraju sam zadovoljan nastupom', rekao je Sean O'Malley nakon borbe microfona. Borba je bila obilježena uzbudljivim izmjenama udaraca u stajaćem, ali i sjajnom grappling igrom obojice boraca. Publika je bila na nogama kroz gotovo cijeli dvoboj, a promotori već govore o potencijalnom rematch-u. Tom Aspinall je u izjavi čestitao rivalu: 'On je bio bolji večeras, ali to nije kraj moje priče.'"
VAR drama u HNL-u: Varaždin ostao bez pobjede u posljednjoj minuti,Nogomet,"Europski ambicije Istra ostaju žive nakon pobjede nad Dinamo Zagreb u 4. kolu. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Istra je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Duje Ćaleta-Car čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Zlatko Dalić. Sljedeća utakmica Istra na rasporedu je za tjedan dana, a Dinamo Zagreb dočekuje rivala na svom terenu."
Hrvatska rukomet reprezentacija: Dalić najavio nova lica za Europsko,Rukomet,"Hrvatska rukometna reprezentacija odigrala je sjajnu utakmicu i slavila sigurnom pobjedom. Predvodio ih je Matej Hrstica s 10 pogodaka koji je bio neustavljiv za suparničku obranu. Hrvatska je bila u prednosti već od početka zahvaljujući agresivnoj obrani i brzim tranzicijama. Matej Hrstica je bio istaknuti pojedinac, no i ostali igrači su bili na visini zadatka. Vratar je obranio nekoliko teških šuteva u ključnim trenucima i time sačuvao vodstvo. Na kraju je pobjeda bila zaslužena i odražava dobru pripremu momčadi. Sljedeća utakmica na rasporedu je za sedam dana, a momčad se nada nastaviti ovakav niz."
Wimbledon favoriti: Tko će nositi krunu ovog ljeta?,Tenis,"Rafael Nadal je na turniru Australian Open ostvario važnu pobjedu nad Taylor Fritz (4:6, 7:3). 'Rafael Nadal je igrao nevjerojatan tenis. Svaki servis, svaki return, svaki bekhend — sve je bilo na vrhunskoj razini', rekao je komentator. Taylor Fritz je u drugom setu pokazao borc duh i smanjio prednost, ali Rafael Nadal nije dopustio preokret. 'Morao sam ostati smiren i igrati svoju igru. Protivnik je bio izvanredan, ali vjerovao sam u sebe', izjavio je pobjednik. Pohvale su stigle i od strane bivših šampiona koji su pratili meč iz komentatorkse kabine. Teniska zajednica prati s oduševljenjem ovaj sjajni turnir."
VN Abuu Dhabiju: Nevjerojatan preokret u zadnjem krugu,Formula 1,"Velika nagrada Formule 1 u Meksiku pružila je navijačima nezaboravnu utrku. Esteban Ocon je trijumfovao ispred Logan Sargeant, a razlika na kraju je bila 16.507 sekundi. Analize pokazuju da je Esteban Ocon bio najbrži kroz gotovo sve sektore staze. Degradacija guma bila je ključ, a Mercedes je savršeno predvidio pravi trenutak za izmjenu. Rival Logan Sargeant ostao je na starijim gumama predugo, što je koštalo dragocjenih sekundi. Na kraju se poredak na stupcima podija pokazao kao odraz stvarne brzine obaju bolida kroz cijelu vikend. Navijači i analitičari jednoglasni su — bila je to jedna od boljih utrka sezone."
Zlatko Dalić najavio sastav: Ovo su igrači koji idu na turnir,Nogomet,"U uzbudljivoj utakmici 6. kola HNL-a, Istra je na svom terenu svladao Hajduk Split rezultatom 1:2. Ključan pogodak postigao je Marcelo Brozović u 14. minuti kada je majstorski iskoristio asistenciju suigrača. Gol je proslavio trčanjem prema tribinama gdje su ga navijači dočekali s ovacijama. Trener Goran Tomić je naglasio kako je momčad radila taktički disciplinirano i zasluženo uzela tri boda. 'Ovo nam je iznimno važna pobjeda u kontekstu borbe za naslov ili Europu. Igrači su dali sve od sebe i to je nešto što cijenim', rekao je strateg. Hajduk Split je imao nekoliko dobrih prilika, posebice u prvom poluvremenu, ali vratar je bio na visini zadatka. Navijači Istra priredili su fantastičnu atmosferu i time zasigurno pomogli momčadi u teškim trenucima utakmice. Trener Goran Tomić naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
Skandal na terenu: Andy Murray diskvalificiran zbog incidenta,Tenis,"Uzbudljiv meč na Mastersu u Madridu privukao je pažnju teniskih ljubitelja diljem svijeta. Casper Ruud je slavio protiv Novak Đoković u dramatičnom dvoboju. 'Casper Ruud je igrao nevjerojatan tenis. Svaki servis, svaki return, svaki bekhend — sve je bilo na vrhunskoj razini', rekao je komentator. Novak Đoković je u drugom setu pokazao borc duh i smanjio prednost, ali Casper Ruud nije dopustio preokret. 'Morao sam ostati smiren i igrati svoju igru. Protivnik je bio izvanredan, ali vjerovao sam u sebe', izjavio je pobjednik. Pohvale su stigle i od strane bivših šampiona koji su pratili meč iz komentatorkse kabine. Casper Ruud je sada u četvrtfinalu i nastavlja borbu za naslov."
Hajduk Split pobijedio u derbiju: Navijači slavili cijelu noć,Nogomet,"Trener Gonzalo Garcia bio je vidljivo zadovoljan nastupom svoje momčadi koja je sigurnom igrom svladala Gorica. Ključan pogodak postigao je Lovro Majer u 46. minuti kada je majstorski iskoristio asistenciju suigrača. Gol je proslavio trčanjem prema tribinama gdje su ga navijači dočekali s ovacijama. Trener Gonzalo Garcia je naglasio kako je momčad radila taktički disciplinirano i zasluženo uzela tri boda. 'Ovo nam je iznimno važna pobjeda u kontekstu borbe za naslov ili Europu. Igrači su dali sve od sebe i to je nešto što cijenim', rekao je strateg. Gorica je imao nekoliko dobrih prilika, posebice u prvom poluvremenu, ali vratar je bio na visini zadatka. Navijači Istra priredili su fantastičnu atmosferu i time zasigurno pomogli momčadi u teškim trenucima utakmice. Istra nastavlja dobru formu i ostaje u vrhu ljestvice, dok Gorica mora hitno popraviti igru."
Mario Hezonja zasjao u All-Star utakmici,Košarka,"Uzbudljiva NBA utakmica između Celtics i Suns pružila je navijačima pravu poslasticu. Pobijedio je Celtics sa 126:112, a junaka je opet imao u osobi Giannis Antetokounmpo. Analitičari su posebno pohvalili nastup Bojan Bogdanović koji je igrao s velikim srcem. 'On je igrač koji uvijek podiže razinu igre kada je to momčadi najpotrebnije', rekao je trener. Statistike su impresivne, ali pravi pokazatelj je kako je utjecao na ritam igre i postavio temelje za pobjedu. Navijači su bili oduševljeni i nagradili su ga dugim pljeskom. Celtics nastavlja odličnu seriju i učvršćuje poziciju na ljestvici. Sljedeći dvoboj na rasporedu je za dva dana."
Bellator najavio mega-dvoboj: Brandon Moreno vs Stipe Miočić,MMA,"U uzbudljivoj MMA borbi, Francis Ngannou je dokazao dominaciju i pobijedio Mirko Filipović u 4. rundi. Borba je trajala sve do 4. runde kada je Francis Ngannou pronašao otvaranje i završio borbu na zadovoljstvo publike. 'Ovo je jedinstven osjećaj. Znao sam da imam što je potrebno i danas sam to pokazao', kratko je rekao Francis Ngannou. Komentatori su bili jednoglasni — bila je to borba večeri, možda i borba godine. Mirko Filipović je u izjavi čestitao rivalu: 'On je bio bolji večeras, ali to nije kraj moje priče.'"
NBA drama: Nets slavio u produžetku zahvaljujući Jayson Tatum,Košarka,"Uzbudljiva NBA utakmica između Heat i 76ers pružila je navijačima pravu poslasticu. Pobijedio je Heat sa 130:111, a junaka je opet imao u osobi Kawhi Leonard. Meč je bio obilježen izvanrednom atmosferom u dvorani. Heat je od prve četvrtine pokazao da je spreman za pobjedu. Obrana je bila na iznimno visokoj razini, što je onemogućilo 76ers da ostvari svoju igru u napadu. U završnici su hladnokrvno izveli ključne poteze i osigurali vrijednu pobjedu na domaćem parketu. Krunoslav Simon nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Inter zainteresiran za Borna Sosa: Cijena raste,Nogomet,"U uzbudljivoj utakmici 10. kola HNL-a, Istra je na svom terenu svladao Gorica rezultatom 0:2. Ključan pogodak postigao je Tin Jedvaj u 60. minuti kada je majstorski iskoristio asistenciju suigrača. Gol je proslavio trčanjem prema tribinama gdje su ga navijači dočekali s ovacijama. Trener Gonzalo Garcia je naglasio kako je momčad radila taktički disciplinirano i zasluženo uzela tri boda. 'Ovo nam je iznimno važna pobjeda u kontekstu borbe za naslov ili Europu. Igrači su dali sve od sebe i to je nešto što cijenim', rekao je strateg. Gorica je imao nekoliko dobrih prilika, posebice u prvom poluvremenu, ali vratar je bio na visini zadatka. Navijači Istra priredili su fantastičnu atmosferu i time zasigurno pomogli momčadi u teškim trenucima utakmice. Sljedeća utakmica Istra na rasporedu je za tjedan dana, a Gorica dočekuje rivala na svom terenu."
Chelsea zainteresiran za Ivan Perišić: Cijena raste,Nogomet,"Trener Ivaylo Petev bio je vidljivo zadovoljan nastupom svoje momčadi koja je sigurnom igrom svladala Istra. Reprezentativac Marcelo Brozović još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Marcelo Brozović nakon utakmice. Istra nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Patrik Pavlešić vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Sljedeća utakmica Šibenik na rasporedu je za tjedan dana, a Istra dočekuje rivala na svom terenu."
Transferna bomba: Inter nudi rekordnu odštetu za Gabrijel Vidović,Nogomet,"Trener Mario Kovačević bio je vidljivo zadovoljan nastupom svoje momčadi koja je sigurnom igrom svladala Hajduk Split. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Gorica je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Marcelo Brozović čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Mario Kovačević. Gorica nastavlja dobru formu i ostaje u vrhu ljestvice, dok Hajduk Split mora hitno popraviti igru."
VN Brazilu: Nevjerojatan preokret u zadnjem krugu,Formula 1,"U uzbudljivoj utrci na stazi u Meksiku, Pierre Gasly je pokazao zašto je jedan od najboljih vozača na rešetki. Pobijedio je s prednosti od 30.670 sekundi. Analize pokazuju da je Pierre Gasly bio najbrži kroz gotovo sve sektore staze. Degradacija guma bila je ključ, a Red Bull je savršeno predvidio pravi trenutak za izmjenu. Rival Lance Stroll ostao je na starijim gumama predugo, što je koštalo dragocjenih sekundi. Na kraju se poredak na stupcima podija pokazao kao odraz stvarne brzine obaju bolida kroz cijelu vikend. Navijači i analitičari jednoglasni su — bila je to jedna od boljih utrka sezone."
David Mandić potpisao za Meshkov Brest: Novi izazov za reprezentativca,Rukomet,"U uzbudljivoj utakmici Europske rukometne lige, Paris Saint-Germain je svladao Vardar rezultatom 41:35. 'Tin Lučin je danas igrao na nevjerojatnoj razini. Svaka njegova lopta bila je prijetnja, a obrana suparnika nije znala kako ga zaustaviti', hvalio je trener. Posebno su bili efektivni izlazi iz protunapada u kojima je hrvatska momčad pokazala svoju brzinu i tehničku preciznost. U obrani su bile rijetke pogreške, a vratar je bio pravi zid za suparničke šutere. Trener je pohvalio momčad, ali naglasio da ima prostora za napredak prije sljedećeg izazova."
Cibona do naslova prvaka: Slavlje na ulicama,Košarka,"U spektakularnoj košarkaškoj večeri, Celtics je savladao 76ers rezultatom 115:106. Ključnu ulogu odigrao je Paul George koji je završio meč s 50 poena, 11 skokova i 8 asistencija. Analitičari su posebno pohvalili nastup Mario Hezonja koji je igrao s velikim srcem. 'On je igrač koji uvijek podiže razinu igre kada je to momčadi najpotrebnije', rekao je trener. Statistike su impresivne, ali pravi pokazatelj je kako je utjecao na ritam igre i postavio temelje za pobjedu. Navijači su bili oduševljeni i nagradili su ga dugim pljeskom. Ova pobjeda Celtics-u otvara vrata doigravanje, što je bio glavni cilj ove sezone."
Sinner slavio protiv Roger Federer: Novi korak prema vrhu,Tenis,"Novak Đoković je na turniru Wimbledon ostvario važnu pobjedu nad Stan Wawrinka (7:6, 5:7, 5:5). Analiza igre pokazuje da je Novak Đoković dominirao prvim servisom i napravio manje neforsiranih pogrešaka od rivala. 'Ovo je turnir koji posebno volim i uvijek se dobro osjećam ovdje', kazao je. Stan Wawrinka je bio razočaran porazom, ali čestitao je rivalu. 'On je igrao izvanredno danas, zaslužio je pobjedu. Nadam se da ćemo se opet sresti u finalu', kratko je rekao poraženi finalist. Sljedeći protivnik Novak Đoković bit će određen u danas u drugom meču."
Karlo Knežević predvodio Hrvatsku do sjajne pobjede,Rukomet,"Hrvatska rukometna reprezentacija odigrala je sjajnu utakmicu i slavila sigurnom pobjedom. Predvodio ih je Zlatko Horvat s 4 pogodaka koji je bio neustavljiv za suparničku obranu. Utakmica je bila obilježena velikom atmosferom u dvorani i izvanrednim borilačkim duhom obiju ekipa. Zlatko Horvat je preuzeo odgovornost u ključnim trenucima kada je momčad trebala pogotke. Trener je naglasio zadovoljstvo kolektivnim pristupom: 'Svi su dali maksimum. Ovo je pravi tim koji zna što želi.' Zlatko Horvat se osvrnuo na utakmicu: 'Nismo bili savršeni, ali borba i srce bili su tu svake sekunde.'"
Luka Modrić odlazi u Inter? Pregovori u tijeku,Nogomet,"Trener Ante Čačić bio je vidljivo zadovoljan nastupom svoje momčadi koja je sigurnom igrom svladala Lokomotiva. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Hajduk Split je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Duje Ćaleta-Car čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Ante Čačić. Hajduk Split nastavlja dobru formu i ostaje u vrhu ljestvice, dok Lokomotiva mora hitno popraviti igru."
Gol Mario Pašalić donio pobjedu Rijeka,Nogomet,"Veliki derbi između Osijek i Istra privukao je pažnju navijača diljem Hrvatske. Utakmica je završila 4:1. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Osijek je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Mislav Oršić čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Zlatko Dalić. Trener Zlatko Dalić naglasio je da momčad mora ostati fokusirana jer sezone još ima dosta, a svaki bod je dragocjen."
Zlatko Horvat predvodio Hrvatsku do sjajne pobjede,Rukomet,"U uzbudljivoj utakmici Europske rukometne lige, Pick Szeged je svladao Paris Saint-Germain rezultatom 35:35. 'Ivan Čupić je danas igrao na nevjerojatnoj razini. Svaka njegova lopta bila je prijetnja, a obrana suparnika nije znala kako ga zaustaviti', hvalio je trener. Posebno su bili efektivni izlazi iz protunapada u kojima je hrvatska momčad pokazala svoju brzinu i tehničku preciznost. U obrani su bile rijetke pogreške, a vratar je bio pravi zid za suparničke šutere. Ivan Čupić se osvrnuo na utakmicu: 'Nismo bili savršeni, ali borba i srce bili su tu svake sekunde.'"
Europa poziva: Dinamo Zagreb korak od povijesnog plasmana u skupinu,Nogomet,"Trener Simon Rožman bio je vidljivo zadovoljan nastupom svoje momčadi koja je sigurnom igrom svladala Šibenik. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Rijeka je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Josip Stanišić čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Simon Rožman. Rijeka nastavlja dobru formu i ostaje u vrhu ljestvice, dok Šibenik mora hitno popraviti igru."
Luka Modrić odlazi u Liverpool? Pregovori u tijeku,Nogomet,"Europski ambicije Rijeka ostaju žive nakon pobjede nad Dinamo Zagreb u 1. kolu. Utakmica je bila obilježena borbenim Football-om bez puno tehničke nadmoći. Oba trenera su taktički dobro pripremila momčadi, a razliku je napravila kvaliteta individualaca. Rijeka je pokazao da je sposoban pobijediti i kada nije u najboljoj formi, što govori o mentalnoj jakosti ove momčadi. Posebno se istakao Ivan Perišić čije su igre bile ključne u kreativnom dijelu igre. 'Zadovoljan sam kako smo se borili, ali znam da moramo igrati bolje ako želimo veliku titulu', zaključio je Nenad Bjelica. Rijeka nastavlja dobru formu i ostaje u vrhu ljestvice, dok Dinamo Zagreb mora hitno popraviti igru."
Ozljeda potresla NBA: Chris Paul izvan stroja do kraja sezone,Košarka,"U spektakularnoj košarkaškoj večeri, Pistons je savladao Bucks rezultatom 91:119. Ključnu ulogu odigrao je Jimmy Butler koji je završio meč s 50 poena, 17 skokova i 7 asistencija. Analitičari su posebno pohvalili nastup Dario Šarić koji je igrao s velikim srcem. 'On je igrač koji uvijek podiže razinu igre kada je to momčadi najpotrebnije', rekao je trener. Statistike su impresivne, ali pravi pokazatelj je kako je utjecao na ritam igre i postavio temelje za pobjedu. Navijači su bili oduševljeni i nagradili su ga dugim pljeskom. Ova pobjeda Pistons-u otvara vrata doigravanje, što je bio glavni cilj ove sezone."
Ante Delija eliminirao favoriziranog suparnika: Šok na UFC-u,MMA,"Spektakularna večer MMA borbi u organizaciji Bellator privukla je pažnju ljubitelja borilačkih sportova širom planeta. Glavna borba između Conor McGregor i Francis Ngannou bila je pravi rat od prve do posljednje sekunde. Conor McGregor je dominirao u prvim rundama zahvaljujući izvrsnoj udaračkoj tehnici. Trener iz kuta je savjetovao da pazi na obranu, a Francis Ngannou je bio spreman iskoristiti svaku grešku. 'Bio sam spreman na svaki scenarij', rekao je pobjednik. 'Trenirali smo specifično za ovu borbu i strategija je funkcionirala savršeno.' Navijači i stručnjaci slažu se — Conor McGregor je spreman za borbu za naslov."
Kawhi Leonard ispisao povijest: Ostvario nevjerojatne statistike,Košarka,"Uzbudljiva NBA utakmica između Celtics i Clippers pružila je navijačima pravu poslasticu. Pobijedio je Celtics sa 135:92, a junaka je opet imao u osobi Bojan Bogdanović. 'Znali smo da će biti teška utakmica, ali vjerovao sam u suigrače. Timska energija bila je nevjerojatna večeras', izjavio je Bojan Bogdanović nakon meča. Trener je pohvalio momčad za obrambenu disciplinu u završnici. Clippers je imao vode u trećoj četvrtini, ali serija poena domaćina preokrenula je tijek dvoboja. Posebno je oduševila suradnja između Bojan Bogdanović i suigrača na malom prostoru, koja je stvorio niz lakih koševa. Bojan Bogdanović nakon utakmice: 'Ovo je posebna noć za mene i cijelu ekipu. Idemo dalje, još nam je puno posla pred sobom.'"
Dustin Poirier pobijedio presudom sudaca u uzbudljivoj borbi pet rundi,MMA,"U uzbudljivoj MMA borbi, Leon Edwards je dokazao dominaciju i pobijedio Sean O'Malley u 5. rundi. 'Sean O'Malley je bio izvanredan protivnik. Morao sam dati sve od sebe i na kraju sam zadovoljan nastupom', rekao je Leon Edwards nakon borbe microfona. Borba je bila obilježena uzbudljivim izmjenama udaraca u stajaćem, ali i sjajnom grappling igrom obojice boraca. Publika je bila na nogama kroz gotovo cijeli dvoboj, a promotori već govore o potencijalnom rematch-u. Navijači i stručnjaci slažu se — Leon Edwards je spreman za borbu za naslov."
Karl-Anthony Towns odveo Bulls do pobjede: Fantastičan nastup,Košarka,"Hrvatski reprezentativac Dino Rađa još jednom je pokazao svoju klasu u NBA utakmici. Završio je s impresivnih 31 poena dok je njegova momčad slavila. Meč je bio obilježen izvanrednom atmosferom u dvorani. Raptors je od prve četvrtine pokazao da je spreman za pobjedu. Obrana je bila na iznimno visokoj razini, što je onemogućilo Nets da ostvari svoju igru u napadu. U završnici su hladnokrvno izveli ključne poteze i osigurali vrijednu pobjedu na domaćem parketu. Raptors nastavlja odličnu seriju i učvršćuje poziciju na ljestvici. Sljedeći dvoboj na rasporedu je za dva dana."
Kazneni udarac u 90. minuti: Gorica spasio bod u uzbudljivom dvoboju,Nogomet,"Trener Nenad Bjelica bio je vidljivo zadovoljan nastupom svoje momčadi koja je sigurnom igrom svladala Varaždin. Reprezentativac Mario Pašalić još jednom je pokazao zašto je jedan od najcjenjenijih igrača domaće scene. Njegova izvedba bila je na izuzetno visokoj razini kroz cijeli dvoboj. 'Najvažnije su bile tri bodove, osobne statistike mi nisu toliko bitne', rekao je skromno Mario Pašalić nakon utakmice. Varaždin nije uspio ostvariti preokret unatoč pojačanom pritisku u završnici. Sudac Patrik Pavlešić vodio je utakmicu bez značajnijih kontroverzi, a VAR je intervenirao jednom kako bi poništio navodni autogol. Sljedeća utakmica Hajduk Split na rasporedu je za tjedan dana, a Varaždin dočekuje rivala na svom terenu."
Roland Garros: Roger Federer brani naslov u Parizu,Tenis,"Donna Vekić nastavlja sjajan nastup na turniru i prošla je u sljedeći krug zahvaljujući izvanrednoj igri. Meč je bio obilježen izvanrednim returnerskim igrama i dugim izmjenama. Alexander Zverev je posebno bio napadan u napadu, rješavajući teške lopte s lakoćom koja je oduševila publiku. Navijači u tribinama stvorili su nevjerojatnu atmosferu, a Alexander Zverev je povremeno tražio energiju od gledatelja. U presudnim trenucima meča pokazao je mentalnu snagu koja ga krasi. Alexander Zverev je sada u polufinalu i nastavlja borbu za naslov."
